,stop_sequence,trip_id,stop_id,stop_name,stop_lat,stop_lon,elevation
294,55,JG_B2-Weekday-003000_B68_951,,,,,
295,56,JG_B2-Weekday-003000_B68_951,,,,,
296,57,JG_B2-Weekday-003000_B68_951,,,,,
297,58,JG_B2-Weekday-003000_B68_951,,,,,
298,59,JG_B2-Weekday-003000_B68_951,,,,,
299,60,JG_B2-Weekday-003000_B68_951,,,,,
300,61,JG_B2-Weekday-003000_B68_951,,,,,
301,62,JG_B2-Weekday-003000_B68_951,,,,,
302,63,JG_B2-Weekday-003000_B68_951,,,,,
303,64,JG_B2-Weekday-003000_B68_951,,,,,
304,65,JG_B2-Weekday-003000_B68_951,,,,,
305,66,JG_B2-Weekday-003000_B68_951,,,,,
306,67,JG_B2-Weekday-003000_B68_951,,,,,
307,68,JG_B2-Weekday-003000_B68_951,,,,,
308,69,JG_B2-Weekday-003000_B68_951,,,,,
309,70,JG_B2-Weekday-003000_B68_951,,,,,
310,71,JG_B2-Weekday-003000_B68_951,,,,,
311,72,JG_B2-Weekday-003000_B68_951,,,,,
312,73,JG_B2-Weekday-003000_B68_951,,,,,
313,74,JG_B2-Weekday-003000_B68_951,,,,,
314,75,JG_B2-Weekday-003000_B68_951,,,,,
315,76,JG_B2-Weekday-003000_B68_951,,,,,
316,77,JG_B2-Weekday-003000_B68_951,,,,,
317,78,JG_B2-Weekday-003000_B68_951,,,,,
318,79,JG_B2-Weekday-003000_B68_951,,,,,
319,80,JG_B2-Weekday-003000_B68_951,,,,,
320,1,JG_B2-Weekday-004000_B63_651,306619.0,SHORE RD/3 AV,40.612256,-74.035884,4.0
321,2,JG_B2-Weekday-004000_B63_651,305334.0,4 AV/100 ST,40.612914,-74.033455,18.0
322,3,JG_B2-Weekday-004000_B63_651,305335.0,4 AV/MARINE AV,40.614236,-74.032305,16.0
323,4,JG_B2-Weekday-004000_B63_651,308130.0,5 AV/95 ST,40.615941,-74.030883,20.0
324,5,JG_B2-Weekday-004000_B63_651,305338.0,5 AV/92 ST,40.618115,-74.029021,29.0
325,6,JG_B2-Weekday-004000_B63_651,308418.0,5 AV/89 ST,40.619974,-74.02743,26.0
326,7,JG_B2-Weekday-004000_B63_651,305341.0,5 AV/86 ST,40.621753,-74.0259,25.0
327,8,JG_B2-Weekday-004000_B63_651,308419.0,5 AV/83 ST,40.623896,-74.024834,23.0
328,9,JG_B2-Weekday-004000_B63_651,305344.0,5 AV/80 ST,40.626054,-74.023956,21.0
329,10,JG_B2-Weekday-004000_B63_651,308420.0,5 AV/77 ST,40.628283,-74.023049,25.0
330,11,JG_B2-Weekday-004000_B63_651,305346.0,5 AV/BAY RIDGE PY,40.629815,-74.022412,22.0
331,12,JG_B2-Weekday-004000_B63_651,308324.0,5 AV/72 ST,40.632002,-74.021519,25.0
332,13,JG_B2-Weekday-004000_B63_651,305348.0,5 AV/Bay Ridge AV,40.633754,-74.020803,23.0
333,14,JG_B2-Weekday-004000_B63_651,305349.0,5 AV/SENATOR ST,40.635003,-74.020295,23.0
334,15,JG_B2-Weekday-004000_B63_651,305350.0,5 AV/66 ST,40.636271,-74.019391,23.0
335,16,JG_B2-Weekday-004000_B63_651,308325.0,5 AV/63 ST,40.637957,-74.017644,30.0
336,17,JG_B2-Weekday-004000_B63_651,305353.0,5 AV/60 ST,40.639689,-74.015843,37.0
337,18,JG_B2-Weekday-004000_B63_651,308326.0,5 AV/57 ST,40.641361,-74.01411,39.0
338,19,JG_B2-Weekday-004000_B63_651,308327.0,5 AV/54 ST,40.643074,-74.01232,37.0
339,20,JG_B2-Weekday-004000_B63_651,305357.0,5 AV/52 ST,40.644183,-74.011174,35.0
340,21,JG_B2-Weekday-004000_B63_651,305358.0,5 AV/50 ST,40.645297,-74.010014,42.0
341,22,JG_B2-Weekday-004000_B63_651,308328.0,5 AV/47 ST,40.646969,-74.008263,42.0
342,23,JG_B2-Weekday-004000_B63_651,305361.0,5 AV/44 ST,40.648651,-74.006515,34.0
343,24,JG_B2-Weekday-004000_B63_651,305362.0,5 AV/41 ST,40.650345,-74.004764,24.0
344,25,JG_B2-Weekday-004000_B63_651,305363.0,5 AV/39 ST,40.651479,-74.003571,27.0
345,26,JG_B2-Weekday-004000_B63_651,305364.0,5 AV/36 ST,40.65281,-74.00217,15.0
346,27,JG_B2-Weekday-004000_B63_651,305365.0,5 AV/34 ST,40.654298,-74.000645,10.0
347,28,JG_B2-Weekday-004000_B63_651,305367.0,5 AV/30 ST,40.656546,-73.998313,14.0
348,29,JG_B2-Weekday-004000_B63_651,305369.0,5 AV/26 ST,40.65878,-73.995981,16.0
349,30,JG_B2-Weekday-004000_B63_651,305370.0,5 AV/24 ST,40.659836,-73.994871,26.0
350,31,JG_B2-Weekday-004000_B63_651,308331.0,5 AV/21 ST,40.661533,-73.993101,27.0
351,32,JG_B2-Weekday-004000_B63_651,305373.0,5 AV/18 ST,40.663243,-73.991377,29.0
352,33,JG_B2-Weekday-004000_B63_651,308332.0,5 AV/PROSPECT AV,40.664135,-73.990452,29.0
353,34,JG_B2-Weekday-004000_B63_651,308333.0,5 AV/14 ST,40.666231,-73.988559,30.0
354,35,JG_B2-Weekday-004000_B63_651,305377.0,5 AV/11 ST,40.668191,-73.987012,26.0
355,36,JG_B2-Weekday-004000_B63_651,308204.0,5 AV/9 ST,40.669431,-73.98597,18.0
356,37,JG_B2-Weekday-004000_B63_651,308206.0,5 AV/7 ST,40.67057,-73.985025,23.0
357,38,JG_B2-Weekday-004000_B63_651,305380.0,5 AV/5 ST,40.671805,-73.983994,12.0
358,39,JG_B2-Weekday-004000_B63_651,308207.0,5 AV/3 ST,40.673007,-73.982988,19.0
359,40,JG_B2-Weekday-004000_B63_651,308208.0,5 AV/GARFIELD PL,40.674824,-73.981473,19.0
360,41,JG_B2-Weekday-004000_B63_651,308209.0,5 AV/UNION ST,40.676682,-73.98019,20.0
361,42,JG_B2-Weekday-004000_B63_651,308210.0,5 AV/ST JOHNS PL,40.678656,-73.978851,19.0
362,43,JG_B2-Weekday-004000_B63_651,308211.0,5 AV/PROSPECT PL,40.680557,-73.977567,15.0
363,44,JG_B2-Weekday-004000_B63_651,305388.0,5 AV/BERGEN ST,40.681909,-73.976651,11.0
364,45,JG_B2-Weekday-004000_B63_651,307540.0,ATLANTIC AV/4 AV,40.684576,-73.978665,19.0
365,46,JG_B2-Weekday-004000_B63_651,308323.0,ATLANTIC AV/3 AV,40.68554,-73.981005,18.0
366,47,JG_B2-Weekday-004000_B63_651,305392.0,ATLANTIC AV/NEVINS ST,40.686331,-73.983042,17.0
367,48,JG_B2-Weekday-004000_B63_651,305393.0,ATLANTIC AV/BOND ST,40.687143,-73.985137,15.0
368,49,JG_B2-Weekday-004000_B63_651,305394.0,ATLANTIC AV/HOYT ST,40.688014,-73.987376,21.0
369,50,JG_B2-Weekday-004000_B63_651,305395.0,ATLANTIC AV/SMITH ST,40.688815,-73.989478,15.0
370,51,JG_B2-Weekday-004000_B63_651,305396.0,ATLANTIC AV/BOERUM PL,40.689271,-73.991016,15.0
371,52,JG_B2-Weekday-004000_B63_651,305397.0,ATLANTIC AV/COURT ST,40.689806,-73.992532,24.0
372,53,JG_B2-Weekday-004000_B63_651,305216.0,ATLANTIC AV/CLINTON ST,40.690391,-73.994744,28.0
373,54,JG_B2-Weekday-004000_B63_651,305217.0,ATLANTIC AV/HENRY ST,40.690747,-73.996107,18.0
374,55,JG_B2-Weekday-004000_B63_651,308647.0,ATLANTIC AV/HICKS ST,40.691173,-73.997626,18.0
375,56,JG_B2-Weekday-004000_B63_651,801007.0,BROOKLYN BRIDGE PK RD/JORALEMON ST,40.693001,-74.000512,0.0
376,57,JG_B2-Weekday-004000_B63_651,,,,,
377,58,JG_B2-Weekday-004000_B63_651,,,,,
378,59,JG_B2-Weekday-004000_B63_651,,,,,
379,60,JG_B2-Weekday-004000_B63_651,,,,,
380,61,JG_B2-Weekday-004000_B63_651,,,,,
381,62,JG_B2-Weekday-004000_B63_651,,,,,
382,63,JG_B2-Weekday-004000_B63_651,,,,,
383,64,JG_B2-Weekday-004000_B63_651,,,,,
384,65,JG_B2-Weekday-004000_B63_651,,,,,
385,66,JG_B2-Weekday-004000_B63_651,,,,,
386,67,JG_B2-Weekday-004000_B63_651,,,,,
387,68,JG_B2-Weekday-004000_B63_651,,,,,
388,69,JG_B2-Weekday-004000_B63_651,,,,,
389,70,JG_B2-Weekday-004000_B63_651,,,,,
390,71,JG_B2-Weekday-004000_B63_651,,,,,
391,72,JG_B2-Weekday-004000_B63_651,,,,,
392,73,JG_B2-Weekday-004000_B63_651,,,,,
393,74,JG_B2-Weekday-004000_B63_651,,,,,
394,75,JG_B2-Weekday-004000_B63_651,,,,,
395,76,JG_B2-Weekday-004000_B63_651,,,,,
396,77,JG_B2-Weekday-004000_B63_651,,,,,
397,78,JG_B2-Weekday-004000_B63_651,,,,,
398,79,JG_B2-Weekday-004000_B63_651,,,,,
399,80,JG_B2-Weekday-004000_B63_651,,,,,
400,1,JG_B2-Weekday-005800_B8_101,308313.0,ROCKAWAY AV/HEGEMAN AV,40.655904,-73.907318,5.0
401,2,JG_B2-Weekday-005800_B8_101,308314.0,LINDEN BL/THOMAS BOYLAND ST,40.654434,-73.909594,15.0
402,3,JG_B2-Weekday-005800_B8_101,306843.0,LINDEN BL/ROCKAWAY PY,40.654227,-73.91209,8.0
403,4,JG_B2-Weekday-005800_B8_101,306454.0,CHURCH AV/E 93 ST,40.653939,-73.918309,9.0
404,5,JG_B2-Weekday-005800_B8_101,301783.0,REMSEN AV/CHURCH AV,40.652524,-73.919799,9.0
405,6,JG_B2-Weekday-005800_B8_101,307994.0,REMSEN AV/AV A,40.650865,-73.917945,11.0
406,7,JG_B2-Weekday-005800_B8_101,306845.0,AV B/REMSEN AV,40.649379,-73.916682,9.0
407,8,JG_B2-Weekday-005800_B8_101,306846.0,AV B/E 87 ST,40.647959,-73.918871,11.0
408,9,JG_B2-Weekday-005800_B8_101,300858.0,BEVERLY RD/RALPH AV,40.64695,-73.920674,6.0
409,10,JG_B2-Weekday-005800_B8_101,300859.0,BEVERLY RD/E 58 ST,40.646841,-73.922458,6.0
410,11,JG_B2-Weekday-005800_B8_101,306344.0,BEVERLY RD/KINGS HY,40.646733,-73.924307,12.0
411,12,JG_B2-Weekday-005800_B8_101,300765.0,KINGS HY/CLARENDON RD,40.644852,-73.924957,8.0
412,13,JG_B2-Weekday-005800_B8_101,300766.0,KINGS HY/AV D,40.642517,-73.92538,6.0
413,14,JG_B2-Weekday-005800_B8_101,300862.0,AV D/E 52 ST,40.642327,-73.927299,11.0
414,15,JG_B2-Weekday-005800_B8_101,300863.0,AV D/UTICA AV,40.642169,-73.929879,10.0
415,16,JG_B2-Weekday-005800_B8_101,300864.0,AV D/E 48 ST,40.642055,-73.931652,9.0
416,17,JG_B2-Weekday-005800_B8_101,300865.0,AV D/E 46 ST,40.641938,-73.933634,10.0
417,18,JG_B2-Weekday-005800_B8_101,300866.0,AV D/E 43 ST,40.641756,-73.936517,9.0
418,19,JG_B2-Weekday-005800_B8_101,300867.0,AV D/E 40 ST,40.641579,-73.939324,8.0
419,20,JG_B2-Weekday-005800_B8_101,300868.0,AV D/E 38 ST,40.641462,-73.941223,9.0
420,21,JG_B2-Weekday-005800_B8_101,300869.0,AV D/BROOKLYN AV,40.641342,-73.943158,8.0
421,22,JG_B2-Weekday-005800_B8_101,307914.0,AV D/NEW YORK AV,40.641165,-73.946019,9.0
422,23,JG_B2-Weekday-005800_B8_101,303477.0,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,9.0
423,24,JG_B2-Weekday-005800_B8_101,300873.0,FOSTER AV/E 29 ST,40.638584,-73.94969,11.0
424,25,JG_B2-Weekday-005800_B8_101,300874.0,FOSTER AV/ROGERS AV,40.638499,-73.95103,12.0
425,26,JG_B2-Weekday-005800_B8_101,300875.0,FOSTER AV/FLATBUSH AV,40.638495,-73.953477,10.0
426,27,JG_B2-Weekday-005800_B8_101,300876.0,FOSTER AV/BEDFORD AV,40.638172,-73.954775,11.0
427,28,JG_B2-Weekday-005800_B8_101,300877.0,FOSTER AV/E 22 ST,40.637102,-73.956936,13.0
428,29,JG_B2-Weekday-005800_B8_101,300878.0,FOSTER AV/OCEAN AV,40.636205,-73.958803,16.0
429,30,JG_B2-Weekday-005800_B8_101,300879.0,FOSTER AV/E 18 ST,40.635248,-73.960789,16.0
430,31,JG_B2-Weekday-005800_B8_101,300880.0,FOSTER AV/MARLBOROUGH RD,40.634189,-73.962998,14.0
431,32,JG_B2-Weekday-005800_B8_101,300881.0,FOSTER AV/RUGBY RD,40.63355,-73.964325,14.0
432,33,JG_B2-Weekday-005800_B8_101,300882.0,FOSTER AV/CONEY ISLAND AV,40.63245,-73.966617,12.0
433,34,JG_B2-Weekday-005800_B8_101,300883.0,CONEY ISLAND AV/NEWKIRK AV,40.633998,-73.967138,12.0
434,35,JG_B2-Weekday-005800_B8_101,300884.0,18 AV/CONEY ISLAND AV,40.635091,-73.968139,12.0
435,36,JG_B2-Weekday-005800_B8_101,300885.0,18 AV/E 8 ST,40.634089,-73.970247,16.0
436,37,JG_B2-Weekday-005800_B8_101,300886.0,18 AV/OCEAN PY,40.633349,-73.971811,15.0
437,38,JG_B2-Weekday-005800_B8_101,300887.0,18 AV/E 5 ST,40.632526,-73.973573,15.0
438,39,JG_B2-Weekday-005800_B8_101,300888.0,18 AV/E 2 ST,40.631165,-73.976463,18.0
439,40,JG_B2-Weekday-005800_B8_101,300889.0,18 AV/MC DONALD AV,40.630641,-73.977573,16.0
440,41,JG_B2-Weekday-005800_B8_101,300890.0,18 AV/45 ST,40.630131,-73.978636,16.0
441,42,JG_B2-Weekday-005800_B8_101,300891.0,18 AV/47 ST,40.629261,-73.980171,17.0
442,43,JG_B2-Weekday-005800_B8_101,300892.0,18 AV/49 ST,40.628114,-73.981317,17.0
443,44,JG_B2-Weekday-005800_B8_101,300893.0,18 AV/50 ST,40.627543,-73.981886,17.0
444,45,JG_B2-Weekday-005800_B8_101,300895.0,18 AV/55 ST,40.624691,-73.984722,16.0
445,46,JG_B2-Weekday-005800_B8_101,300896.0,18 AV/58 ST,40.622982,-73.986419,15.0
446,47,JG_B2-Weekday-005800_B8_101,307099.0,18 AV/60 ST,40.622145,-73.987248,15.0
447,48,JG_B2-Weekday-005800_B8_101,300898.0,18 AV/62 ST,40.620663,-73.98875,14.0
448,49,JG_B2-Weekday-005800_B8_101,300899.0,18 AV/64 ST,40.619513,-73.989907,16.0
449,50,JG_B2-Weekday-005800_B8_101,300900.0,18 AV/66 ST,40.618297,-73.991139,12.0
450,51,JG_B2-Weekday-005800_B8_101,300901.0,18 AV/68 ST,40.617117,-73.992331,16.0
451,52,JG_B2-Weekday-005800_B8_101,300902.0,18 AV/70 ST,40.616043,-73.993419,12.0
452,53,JG_B2-Weekday-005800_B8_101,300903.0,18 AV/72 ST,40.614921,-73.994554,13.0
453,54,JG_B2-Weekday-005800_B8_101,300904.0,18 AV/BAY RIDGE PY,40.613159,-73.996315,12.0
454,55,JG_B2-Weekday-005800_B8_101,300905.0,18 AV/77 ST,40.611984,-73.9975,12.0
455,56,JG_B2-Weekday-005800_B8_101,300906.0,18 AV/79 ST,40.6109,-73.998599,12.0
456,57,JG_B2-Weekday-005800_B8_101,308537.0,18 AV/82 ST,40.609289,-74.00023,11.0
457,58,JG_B2-Weekday-005800_B8_101,300908.0,18 AV/NEW UTRECHT AV,40.608191,-74.001599,11.0
458,59,JG_B2-Weekday-005800_B8_101,300909.0,18 AV/86 ST,40.607419,-74.002553,11.0
459,60,JG_B2-Weekday-005800_B8_101,300910.0,18 AV/BENSON AV,40.605385,-74.004714,12.0
460,61,JG_B2-Weekday-005800_B8_101,300911.0,18 AV/BATH AV,40.604005,-74.006147,8.0
461,62,JG_B2-Weekday-005800_B8_101,300912.0,18 AV/CROPSEY AV,40.602753,-74.007454,9.0
462,63,JG_B2-Weekday-005800_B8_101,300913.0,CROPSEY AV/17 AV,40.604095,-74.010087,10.0
463,64,JG_B2-Weekday-005800_B8_101,300914.0,CROPSEY AV/16 AV,40.605445,-74.012677,9.0
464,65,JG_B2-Weekday-005800_B8_101,300915.0,CROPSEY AV/15 AV,40.606596,-74.014948,10.0
465,66,JG_B2-Weekday-005800_B8_101,300916.0,CROPSEY AV/BAY 7 ST,40.607215,-74.016122,10.0
466,67,JG_B2-Weekday-005800_B8_101,307128.0,CROPSEY AV/14 AV,40.607348,-74.017391,4.0
467,68,JG_B2-Weekday-005800_B8_101,308270.0,CROPSEY AV/OPP VA HOSPITAL,40.608845,-74.023156,10.0
468,69,JG_B2-Weekday-005800_B8_101,308359.0,VA HOSPITAL/MAIN ENT BAY 2,40.608332,-74.023352,11.0
469,70,JG_B2-Weekday-005800_B8_101,305872.0,7 AV/POLY PL,40.610266,-74.024451,10.0
470,71,JG_B2-Weekday-005800_B8_101,305873.0,7 AV/POLY PREP ENT,40.612347,-74.023602,12.0
471,72,JG_B2-Weekday-005800_B8_101,308176.0,92 ST/7 AV,40.614897,-74.023174,23.0
472,73,JG_B2-Weekday-005800_B8_101,307203.0,92 ST/GATLING PL,40.616664,-74.02673,19.0
473,74,JG_B2-Weekday-005800_B8_101,308040.0,92 ST/FT HAMILTON PARKWAY,40.617177,-74.02776,29.0
474,75,JG_B2-Weekday-005800_B8_101,307593.0,4 AV/92 ST,40.618234,-74.030316,28.0
475,76,JG_B2-Weekday-005800_B8_101,901082.0,4 AV/95 ST,40.616262,-74.031131,20.0
476,77,JG_B2-Weekday-005800_B8_101,,,,,
477,78,JG_B2-Weekday-005800_B8_101,,,,,
478,79,JG_B2-Weekday-005800_B8_101,,,,,
479,80,JG_B2-Weekday-005800_B8_101,,,,,
480,1,JG_B2-Weekday-006000_B43_451,308074.0,LINCOLN RD/FLATBUSH AV,40.660843,-73.961463,26.0
481,2,JG_B2-Weekday-006000_B43_451,303710.0,EMPIRE BL/WASHINGTON AV,40.663205,-73.961095,25.0
482,3,JG_B2-Weekday-006000_B43_451,303711.0,EMPIRE BL/BEDFORD AV,40.663504,-73.95684,23.0
483,4,JG_B2-Weekday-006000_B43_451,303712.0,EMPIRE BL/ROGERS AV,40.663662,-73.953993,26.0
484,5,JG_B2-Weekday-006000_B43_451,303713.0,EMPIRE BL/NOSTRAND AV,40.663842,-73.950528,28.0
485,6,JG_B2-Weekday-006000_B43_451,303714.0,EMPIRE BL/NEW YORK AV,40.664019,-73.947655,22.0
486,7,JG_B2-Weekday-006000_B43_451,306974.0,EMPIRE BL/BROOKLYN AV,40.664092,-73.945064,23.0
487,8,JG_B2-Weekday-006000_B43_451,306322.0,EMPIRE BL/LAMONT CT,40.66402,-73.943676,25.0
488,9,JG_B2-Weekday-006000_B43_451,303717.0,KINGSTON AV/MONTGOMERY ST,40.665271,-73.942514,34.0
489,10,JG_B2-Weekday-006000_B43_451,303718.0,KINGSTON AV/CARROLL ST,40.667013,-73.942347,37.0
490,11,JG_B2-Weekday-006000_B43_451,308136.0,KINGSTON AV/UNION ST,40.668732,-73.942191,37.0
491,12,JG_B2-Weekday-006000_B43_451,303720.0,KINGSTON AV/ST JOHNS PL,40.671515,-73.941932,32.0
492,13,JG_B2-Weekday-006000_B43_451,303722.0,KINGSTON AV/PROSPECT PL,40.67418,-73.941678,28.0
493,14,JG_B2-Weekday-006000_B43_451,303723.0,KINGSTON AV/BERGEN ST,40.675966,-73.94151,26.0
494,15,JG_B2-Weekday-006000_B43_451,303724.0,KINGSTON AV/PACIFIC ST,40.677498,-73.941368,24.0
495,16,JG_B2-Weekday-006000_B43_451,303725.0,KINGSTON AV/ATLANTIC AV,40.678363,-73.941284,24.0
496,17,JG_B2-Weekday-006000_B43_451,303726.0,KINGSTON AV/FULTON ST,40.679823,-73.941153,20.0
497,18,JG_B2-Weekday-006000_B43_451,303727.0,THROOP AV/FULTON ST,40.680207,-73.940327,20.0
498,19,JG_B2-Weekday-006000_B43_451,303728.0,THROOP AV/MAC DONOUGH ST,40.68167,-73.940615,20.0
499,20,JG_B2-Weekday-006000_B43_451,303729.0,THROOP AV/HALSEY ST,40.682743,-73.940834,20.0
500,21,JG_B2-Weekday-006000_B43_451,303730.0,THROOP AV/JEFFERSON AV,40.68459,-73.941192,18.0
501,22,JG_B2-Weekday-006000_B43_451,303731.0,THROOP AV/MADISON ST,40.686084,-73.94149,20.0
502,23,JG_B2-Weekday-006000_B43_451,303732.0,THROOP AV/GATES AV,40.68756,-73.941781,16.0
503,24,JG_B2-Weekday-006000_B43_451,303733.0,THROOP AV/GREENE AV,40.689737,-73.942208,16.0
504,25,JG_B2-Weekday-006000_B43_451,303734.0,THROOP AV/LAFAYETTE AV,40.690791,-73.94242,16.0
505,26,JG_B2-Weekday-006000_B43_451,303735.0,THROOP AV/DE KALB AV,40.69265,-73.942786,13.0
506,27,JG_B2-Weekday-006000_B43_451,303736.0,THROOP AV/HART ST,40.694096,-73.943077,17.0
507,28,JG_B2-Weekday-006000_B43_451,303737.0,THROOP AV/MYRTLE AV,40.696366,-73.943555,16.0
508,29,JG_B2-Weekday-006000_B43_451,303738.0,THROOP AV/PARK AV,40.698563,-73.943925,8.0
509,30,JG_B2-Weekday-006000_B43_451,304663.0,FLUSHING AV/THROOP AV,40.70038,-73.944147,9.0
510,31,JG_B2-Weekday-006000_B43_451,307354.0,GRAHAM AV/BROADWAY,40.700947,-73.942094,10.0
511,32,JG_B2-Weekday-006000_B43_451,306600.0,GRAHAM AV/COOK ST,40.70264,-73.942345,7.0
512,33,JG_B2-Weekday-006000_B43_451,306676.0,GRAHAM AV/SEIGEL ST,40.70479,-73.942708,10.0
513,34,JG_B2-Weekday-006000_B43_451,306677.0,GRAHAM AV/JOHNSON AV,40.706923,-73.943059,12.0
514,35,JG_B2-Weekday-006000_B43_451,306474.0,GRAHAM AV/SCHOLES ST,40.70911,-73.943414,13.0
515,36,JG_B2-Weekday-006000_B43_451,305263.0,GRAHAM AV/GRAND ST,40.711973,-73.943884,12.0
516,37,JG_B2-Weekday-006000_B43_451,305264.0,GRAHAM AV/AINSLIE ST,40.713382,-73.944114,14.0
517,38,JG_B2-Weekday-006000_B43_451,305265.0,GRAHAM AV/METROPOLITAN AV,40.714869,-73.944365,13.0
518,39,JG_B2-Weekday-006000_B43_451,306476.0,GRAHAM AV/JACKSON ST,40.716959,-73.944738,6.0
519,40,JG_B2-Weekday-006000_B43_451,307114.0,GRAHAM AV/MEEKER AV,40.719327,-73.945397,4.0
520,41,JG_B2-Weekday-006000_B43_451,306622.0,GRAHAM AV/BAYARD ST,40.720459,-73.946183,7.0
521,42,JG_B2-Weekday-006000_B43_451,305271.0,GRAHAM AV/ENGERT AV,40.721765,-73.947018,5.0
522,43,JG_B2-Weekday-006000_B43_451,305272.0,GRAHAM AV/DRIGGS AV,40.72263,-73.947342,5.0
523,44,JG_B2-Weekday-006000_B43_451,306623.0,DRIGGS AV/LEONARD ST,40.722414,-73.949486,3.0
524,45,JG_B2-Weekday-006000_B43_451,307121.0,MANHATTAN AV/NASSAU AV,40.723699,-73.950664,6.0
525,46,JG_B2-Weekday-006000_B43_451,305155.0,MANHATTAN AV/NORMAN AV,40.725769,-73.951846,8.0
526,47,JG_B2-Weekday-006000_B43_451,305156.0,MANHATTAN AV/MESEROLE AV,40.727417,-73.95279,10.0
527,48,JG_B2-Weekday-006000_B43_451,305157.0,MANHATTAN AV/CALYER ST,40.728435,-73.95337,10.0
528,49,JG_B2-Weekday-006000_B43_451,305159.0,MANHATTAN AV/GREENPOINT AV,40.730535,-73.95422,14.0
529,50,JG_B2-Weekday-006000_B43_451,308186.0,MANHATTAN AV/INDIA ST,40.732637,-73.954599,5.0
530,51,JG_B2-Weekday-006000_B43_451,305284.0,MANHATTAN AV/EAGLE ST,40.735462,-73.955025,6.0
531,52,JG_B2-Weekday-006000_B43_451,308187.0,MANHATTAN AV/CLAY ST,40.736393,-73.955196,6.0
532,53,JG_B2-Weekday-006000_B43_451,305286.0,BOX ST/MANHATTAN AV,40.737197,-73.955757,6.0
533,54,JG_B2-Weekday-006000_B43_451,,,,,
534,55,JG_B2-Weekday-006000_B43_451,,,,,
535,56,JG_B2-Weekday-006000_B43_451,,,,,
536,57,JG_B2-Weekday-006000_B43_451,,,,,
537,58,JG_B2-Weekday-006000_B43_451,,,,,
538,59,JG_B2-Weekday-006000_B43_451,,,,,
539,60,JG_B2-Weekday-006000_B43_451,,,,,
540,61,JG_B2-Weekday-006000_B43_451,,,,,
541,62,JG_B2-Weekday-006000_B43_451,,,,,
542,63,JG_B2-Weekday-006000_B43_451,,,,,
543,64,JG_B2-Weekday-006000_B43_451,,,,,
544,65,JG_B2-Weekday-006000_B43_451,,,,,
545,66,JG_B2-Weekday-006000_B43_451,,,,,
546,67,JG_B2-Weekday-006000_B43_451,,,,,
547,68,JG_B2-Weekday-006000_B43_451,,,,,
548,69,JG_B2-Weekday-006000_B43_451,,,,,
549,70,JG_B2-Weekday-006000_B43_451,,,,,
550,71,JG_B2-Weekday-006000_B43_451,,,,,
551,72,JG_B2-Weekday-006000_B43_451,,,,,
552,73,JG_B2-Weekday-006000_B43_451,,,,,
553,74,JG_B2-Weekday-006000_B43_451,,,,,
554,75,JG_B2-Weekday-006000_B43_451,,,,,
555,76,JG_B2-Weekday-006000_B43_451,,,,,
556,77,JG_B2-Weekday-006000_B43_451,,,,,
557,78,JG_B2-Weekday-006000_B43_451,,,,,
558,79,JG_B2-Weekday-006000_B43_451,,,,,
559,80,JG_B2-Weekday-006000_B43_451,,,,,
560,1,JG_B2-Weekday-006000_B8_102,307582.0,4 AV/95 ST,40.616105,-74.031146,20.0
561,2,JG_B2-Weekday-006000_B8_102,306945.0,4 AV/97 ST,40.614527,-74.03233,16.0
562,3,JG_B2-Weekday-006000_B8_102,308038.0,FT HAMILTON PKWY/MARINE AV,40.613323,-74.030616,16.0
563,4,JG_B2-Weekday-006000_B8_102,308039.0,FT HAMILTON PKY/95 ST,40.615101,-74.029071,20.0
564,5,JG_B2-Weekday-006000_B8_102,306959.0,92 ST/FT HAMILTON PKY,40.616714,-74.027208,29.0
565,6,JG_B2-Weekday-006000_B8_102,305951.0,7 AV/92 ST,40.61419,-74.023068,18.0
566,7,JG_B2-Weekday-006000_B8_102,305952.0,7 AV/POLY PREP ENT,40.611979,-74.023953,12.0
567,8,JG_B2-Weekday-006000_B8_102,308357.0,POLY PL/7 AV,40.609308,-74.024143,10.0
568,9,JG_B2-Weekday-006000_B8_102,308358.0,VA HOSPITAL/MAIN ENT BAY 1,40.608122,-74.022985,11.0
569,10,JG_B2-Weekday-006000_B8_102,307313.0,POLY PL/VETERANS HOSPITAL,40.607339,-74.020721,1.0
570,11,JG_B2-Weekday-006000_B8_102,307951.0,CROPSEY AV/BAY 8 ST,40.607039,-74.015998,10.0
571,12,JG_B2-Weekday-006000_B8_102,300790.0,CROPSEY AV/15 AV,40.606253,-74.014512,12.0
572,13,JG_B2-Weekday-006000_B8_102,300791.0,CROPSEY AV/16 AV,40.60502,-74.012147,9.0
573,14,JG_B2-Weekday-006000_B8_102,300792.0,CROPSEY AV/17 AV,40.603645,-74.009511,10.0
574,15,JG_B2-Weekday-006000_B8_102,306470.0,CROPSEY AV/BAY 17 ST,40.602849,-74.007998,9.0
575,16,JG_B2-Weekday-006000_B8_102,300794.0,18 AV/BATH AV,40.603758,-74.006201,8.0
576,17,JG_B2-Weekday-006000_B8_102,300795.0,18 AV/BENSON AV,40.605339,-74.004548,12.0
577,18,JG_B2-Weekday-006000_B8_102,300796.0,18 AV/86 ST,40.607126,-74.002697,11.0
578,19,JG_B2-Weekday-006000_B8_102,300797.0,18 AV/85 ST,40.60771,-74.001974,11.0
